DR_NO;Date Rptd;TIME OCC;AREA;AREA NAME;LOCATION;Vict Sex
231917038;11/25/2023 12:00:00 AM;1100;19;Mission    ;11000    ONEIDA                       AV;
231916584;11/13/2023 12:00:00 AM;800;19;Mission    ;14000    BALBOA                       BL;M
231910767;06/22/2023 12:00:00 AM;1000;19;Mission    ;15000    RINALDI                      ST;F
231914640;09/26/2023 12:00:00 AM;1500;19;Mission    ;FOOTHILL                     BL         ;F
231912328;08/01/2023 12:00:00 AM;1600;19;Mission    ;8400    BARDWELL                     AV ;
231916329;11/08/2023 12:00:00 AM;940;19;Mission    ;15300    BRAND                        BL;F
231915339;10/15/2023 12:00:00 AM;200;19;Mission    ;ROSCOE                                  ;M
231916335;11/08/2023 12:00:00 AM;1845;19;Mission    ;14000    ROSCOE                       BL;
231915821;10/23/2023 12:00:00 AM;1415;19;Mission    ;13600    CANTARA                      ST;F
231913231;08/24/2023 12:00:00 AM;1956;19;Mission    ;11100 N  SEPULVEDA                    BL;M
231916064;11/01/2023 12:00:00 AM;800;19;Mission    ;8400    VAN NUYS                     BL ;M
231912436;08/03/2023 12:00:00 AM;1500;19;Mission    ;8800    WILLIS                       AV ;F
231909043;05/09/2023 12:00:00 AM;1052;19;Mission    ;7800    VAN NUYS                     BL ;X
231911714;07/16/2023 12:00:00 AM;2300;19;Mission    ;15200    MARSON                       ST;M
231906067;02/17/2023 12:00:00 AM;1330;19;Mission    ;14300    BURTON                       ST;
231914086;09/12/2023 12:00:00 AM;1815;19;Mission    ;11000    OMELVENY                     AV;M
231914781;09/28/2023 12:00:00 AM;1700;19;Mission    ;7800    VENTURA CANYON               AV ;F
231907475;03/29/2023 12:00:00 AM;100;19;Mission    ;BLEDSOE                      ST         ;
231908913;05/06/2023 12:00:00 AM;1430;19;Mission    ;8600    WILLIS                       AV ;F
231918066;12/20/2023 12:00:00 AM;1210;19;Mission    ;15500    ROMAR                        ST;M
231915935;10/30/2023 12:00:00 AM;1000;19;Mission    ;GRIDLEY                                 ;F
231909240;05/15/2023 12:00:00 AM;1305;19;Mission    ;15800    LARKSPUR                     ST;F
231905828;02/12/2023 12:00:00 AM;2200;19;Mission    ;8800    LANGDON                      AV ;
231910011;06/02/2023 12:00:00 AM;225;19;Mission    ;8700 N  SEPULVEDA                    BL ;X
231917649;12/10/2023 12:00:00 AM;100;19;Mission    ;14000    ROSCOE                       BL;M
231915479;10/18/2023 12:00:00 AM;1800;19;Mission    ;ELDRIDGE                     AV         ;
231908983;05/08/2023 12:00:00 AM;1605;19;Mission    ;10200 N  SEPULVEDA                    BL;M
231912510;08/07/2023 12:00:00 AM;1930;19;Mission    ;13500    FOOTHILL                     BL;M
231913520;08/30/2023 12:00:00 AM;722;19;Mission    ;14300    TERRA BELLA                  ST;M
231912511;08/07/2023 12:00:00 AM;2020;19;Mission    ;13200    ROSCOE                       BL;M
231917047;11/25/2023 12:00:00 AM;120;19;Mission    ;10200    LEMONA                       AV;M
231904536;01/13/2023 12:00:00 AM;1900;19;Mission    ;12600    HUNNEWELL                    AV;M
231915053;10/08/2023 12:00:00 AM;30;19;Mission    ;8600    VAN NUYS                     BL ;F
231908283;04/20/2023 12:00:00 AM;1500;19;Mission    ;14800    ARARAT                       ST;
231913442;08/30/2023 12:00:00 AM;1530;19;Mission    ;9300 N  SEPULVEDA                    BL ;F
231917545;10/07/2023 12:00:00 AM;1001;19;Mission    ;9000 N  SEPULVEDA                    BL ;F
231907660;03/29/2023 12:00:00 AM;1625;19;Mission    ;7800    VAN NUYS                     BL ;M
231913567;08/31/2023 12:00:00 AM;1239;19;Mission    ;8400    ORION                        AV ;F
231917572;12/07/2023 12:00:00 AM;1900;19;Mission    ;SEPULVEDA                               ;F
231904623;01/17/2023 12:00:00 AM;1100;19;Mission    ;COLDWATER CANYON                        ;F
231913388;08/29/2023 12:00:00 AM;2300;19;Mission    ;8700    ORION                        AV ;F
231916693;11/16/2023 12:00:00 AM;2100;19;Mission    ;12500    BROMONT                      AV;M
231915170;10/11/2023 12:00:00 AM;1230;19;Mission    ;13800    BRANFORD                     ST;F
231913735;09/03/2023 12:00:00 AM;450;19;Mission    ;14100    NORDHOFF                     ST;M
231913718;09/04/2023 12:00:00 AM;1500;19;Mission    ;FOX                                     ;M
231914525;09/23/2023 12:00:00 AM;2000;19;Mission    ;NOBLE                                   ;
231917946;12/17/2023 12:00:00 AM;1425;19;Mission    ;15400    PLUMMER                      ST;M
231915492;10/18/2023 12:00:00 AM;1;19;Mission    ;13200    FENTON                       AV;M
231912602;08/09/2023 12:00:00 AM;1900;19;Mission    ;14800    KINZIE                       ST;M
231908921;05/05/2023 12:00:00 AM;1530;19;Mission    ;9400    VAN NUYS                     BL ;M
231910430;06/12/2023 12:00:00 AM;800;19;Mission    ;STRATHERN                               ;
231916801;11/18/2023 12:00:00 AM;745;19;Mission    ;14200    CALAHAN                      ST;F
231915474;10/18/2023 12:00:00 AM;2000;19;Mission    ;13500    FOOTHILL                     BL;
231917855;12/14/2023 12:00:00 AM;1945;19;Mission    ;9600    SYLMAR                       AV ;M
231918300;12/27/2023 12:00:00 AM;1310;19;Mission    ;15000    SUNBURST                     ST;M
231908401;04/24/2023 12:00:00 AM;2200;19;Mission    ;15100    ROSCOE                       BL;
231917160;11/28/2023 12:00:00 AM;1200;19;Mission    ;13400    CHASE                        ST;F
231912303;07/31/2023 12:00:00 AM;1045;19;Mission    ;7800    VAN NUYS                     BL ;M
231908853;05/04/2023 12:00:00 AM;1340;19;Mission    ;8500    TOBIAS                       AV ;X
231916383;11/08/2023 12:00:00 AM;2200;19;Mission    ;10100 N  SEPULVEDA                    BL;F
231917684;12/10/2023 12:00:00 AM;400;19;Mission    ;8000    RANCHITO                     AV ;M
231914637;09/26/2023 12:00:00 AM;200;19;Mission    ;15400    GLENOAKS                     BL;F
231914125;09/14/2023 12:00:00 AM;150;19;Mission    ;HUBBARD                      ST         ;M
231912594;08/08/2023 12:00:00 AM;800;19;Mission    ;LANGDON                      ST         ;
231900675;04/02/2023 12:00:00 AM;440;19;Mission    ;SEPULVEDA                               ;M
231912913;08/16/2023 12:00:00 AM;1145;19;Mission    ;9800    ARLETA                       AV ;M
231905493;02/06/2023 12:00:00 AM;625;19;Mission    ;14600    PLUMMER                      ST;F
231910404;06/12/2023 12:00:00 AM;2200;19;Mission    ;13900    LEXICON                      AV;M
231913140;08/22/2023 12:00:00 AM;830;19;Mission    ;12500    COMETA                       AV;F
231914565;09/24/2023 12:00:00 AM;1240;19;Mission    ;13000    GLENOAKS                     BL;M
231914166;09/14/2023 12:00:00 AM;1400;19;Mission    ;8500    COLUMBUS                     AV ;F
231913657;08/31/2023 12:00:00 AM;1245;19;Mission    ;14000    ASTORIA                      ST;M
231913464;08/30/2023 12:00:00 AM;1815;19;Mission    ;15200    WILLARD                      ST;M
231904028;01/01/2023 12:00:00 AM;644;19;Mission    ;15100    PARTHENIA                    ST;F
231917823;12/12/2023 12:00:00 AM;1400;19;Mission    ;CHASE                                   ;F
231908166;04/17/2023 12:00:00 AM;1143;19;Mission    ;8000    VAN NUYS                     BL ;M
231911578;07/12/2023 12:00:00 AM;1930;19;Mission    ;8800    TOBIAS                       AV ;M
231913543;08/31/2023 12:00:00 AM;1530;19;Mission    ;SAYRE                        ST         ;
231907655;04/04/2023 12:00:00 AM;1200;19;Mission    ;13400    MUSCATINE                    ST;M
231917645;12/10/2023 12:00:00 AM;2130;19;Mission    ;13600    TERRA BELLA                  ST;
231907658;03/29/2023 12:00:00 AM;1640;19;Mission    ;7800    VAN NUYS                     BL ;M
231914619;09/25/2023 12:00:00 AM;1800;19;Mission    ;ASTORIA                      ST         ;
231912273;07/31/2023 12:00:00 AM;2200;19;Mission    ;9600 N  SEPULVEDA                    BL ;
231917915;12/17/2023 12:00:00 AM;2030;19;Mission    ;ARROYO                       ST         ;F
241908646;05/07/2024 12:00:00 AM;1700;19;Mission    ;8500    TOBIAS                       AV ;F
231910322;06/09/2023 12:00:00 AM;1730;19;Mission    ;9700    ARLETA                       AV ;F
231917216;11/29/2023 12:00:00 AM;1555;19;Mission    ;VAN NUYS                     BL         ;F
231914428;09/21/2023 12:00:00 AM;300;19;Mission    ;14800    ASTORIA                      ST;
231912420;06/19/2023 12:00:00 AM;1614;19;Mission    ;PARTHENIA                    PL         ;F
231904703;01/18/2023 12:00:00 AM;1715;19;Mission    ;9000    WOODMAN                      AV ;M
231910312;06/09/2023 12:00:00 AM;2200;19;Mission    ;14600    LANARK                       ST;F
231904103;01/04/2023 12:00:00 AM;300;19;Mission    ;13100    BORDEN                       AV;M
231915714;10/24/2023 12:00:00 AM;1900;19;Mission    ;14300    FOOTHILL                     BL;
231905554;02/07/2023 12:00:00 AM;1655;19;Mission    ;9200 N  SEPULVEDA                    BL ;F
231916111;11/02/2023 12:00:00 AM;2300;19;Mission    ;13100    TONOPAH                      ST;F
231915359;10/16/2023 12:00:00 AM;1130;19;Mission    ;14200    VAN NUYS                     BL;F
231913390;08/29/2023 12:00:00 AM;1030;19;Mission    ;13000    SAN FERNANDO                 RD;M
241904125;01/04/2024 12:00:00 AM;1000;19;Mission    ;13900    ASTORIA                      ST;M
241904438;12/12/2023 12:00:00 AM;2030;19;Mission    ;14400    POLK                         ST;F
231905540;02/07/2023 12:00:00 AM;900;19;Mission    ;14600    VINCENNES                    ST;F
231910765;06/22/2023 12:00:00 AM;2310;19;Mission    ;8800    CEDROS                       AV ;F
231917058;11/26/2023 12:00:00 AM;2355;19;Mission    ;13200    KISMET                       AV;M
231909663;05/23/2023 12:00:00 AM;1600;19;Mission    ;14000    LAKESIDE                     ST;F
231911255;07/03/2023 12:00:00 AM;600;19;Mission    ;15500    NORDHOFF                     ST;F
231914822;10/01/2023 12:00:00 AM;1500;19;Mission    ;14400    NORDHOFF                     ST;M
231905951;02/14/2023 12:00:00 AM;100;19;Mission    ;14800    ROSCOE                       BL;M
231917359;12/03/2023 12:00:00 AM;1600;19;Mission    ;SEPULVEDA                    BL         ;
231900684;04/06/2023 12:00:00 AM;2230;19;Mission    ;9400    SYLMAR                       AV ;M
231915199;10/11/2023 12:00:00 AM;1630;19;Mission    ;14700    ROSCOE                       BL;F
231914056;09/11/2023 12:00:00 AM;2100;19;Mission    ;ELDRIDGE                                ;F
231905470;02/03/2023 12:00:00 AM;2155;19;Mission    ;9000    WILLIS                       AV ;F
231904731;01/19/2023 12:00:00 AM;1315;19;Mission    ;13000    WENTWORTH                    ST;M
231914411;09/21/2023 12:00:00 AM;1100;19;Mission    ;14700    POLK                         ST;F
231912299;07/31/2023 12:00:00 AM;2230;19;Mission    ;8500    COLUMBUS                     AV ;M
231917063;11/26/2023 12:00:00 AM;815;19;Mission    ;14800    CHATSWORTH                   DR;
231918364;12/30/2023 12:00:00 AM;939;19;Mission    ;13900    FOOTHILL                     BL;F
231910777;06/22/2023 12:00:00 AM;315;19;Mission    ;8100    WILLIS                       AV ;M
231910663;06/19/2023 12:00:00 AM;1930;19;Mission    ;13600    FENTON                       AV;F
231904363;01/10/2023 12:00:00 AM;1200;19;Mission    ;14600    RAYEN                        ST;M
231911732;07/17/2023 12:00:00 AM;1200;19;Mission    ;14900    ROSCOE                       BL;F
231916587;11/13/2023 12:00:00 AM;720;19;Mission    ;14200    CALAHAN                      ST;F
231908216;04/19/2023 12:00:00 AM;850;19;Mission    ;14200    VAN NUYS                     BL;M
231907844;04/07/2023 12:00:00 AM;1905;19;Mission    ;13300    BRANFORD                     ST;M
231917259;11/30/2023 12:00:00 AM;1715;19;Mission    ;13500    CHASE                        ST;M
231917619;12/09/2023 12:00:00 AM;800;19;Mission    ;12000    BUCKEYE                      AV;
231911997;07/23/2023 12:00:00 AM;700;19;Mission    ;13000    GRIDLEY                      ST;M
231913796;09/06/2023 12:00:00 AM;710;19;Mission    ;WOODMAN                                 ;M
231916495;11/10/2023 12:00:00 AM;1800;19;Mission    ;14600    TITUS                        ST;
231913981;09/05/2023 12:00:00 AM;1900;19;Mission    ;11100    ALEMANY                      DR;M
231915924;10/29/2023 12:00:00 AM;550;19;Mission    ;9300 N  SEPULVEDA                    BL ;M
231906895;03/13/2023 12:00:00 AM;1120;19;Mission    ;14000    ASTORIA                      ST;M
231904455;01/12/2023 12:00:00 AM;1700;19;Mission    ;VAN NUYS                     BL         ;
231910198;06/06/2023 12:00:00 AM;1030;19;Mission    ;14600    RAYEN                        ST;F
231912426;08/03/2023 12:00:00 AM;1030;19;Mission    ;14600    RAYEN                        ST;M
231911944;07/22/2023 12:00:00 AM;900;19;Mission    ;RONALD REAGA                 FY         ;M
231912762;08/13/2023 12:00:00 AM;1700;19;Mission    ;10700    ARLETA                       AV;
231911378;07/07/2023 12:00:00 AM;1210;19;Mission    ;14500    NORDHOFF                     ST;X
231917025;11/25/2023 12:00:00 AM;700;19;Mission    ;15200    MARSON                       ST;M
231914926;10/04/2023 12:00:00 AM;1200;19;Mission    ;8500 N  SEPULVEDA                    BL ;
231908652;04/30/2023 12:00:00 AM;2000;19;Mission    ;13100    FERNMONT                     ST;
231908618;04/27/2023 12:00:00 AM;2000;19;Mission    ;10000    WILLIS                       AV;M
231906219;02/22/2023 12:00:00 AM;1100;19;Mission    ;8700    WILLIS                       AV ;M
231911364;07/07/2023 12:00:00 AM;930;19;Mission    ;CHASE                        ST         ;F
231911076;06/29/2023 12:00:00 AM;1630;19;Mission    ;ROSCOE                                  ;M
231913921;09/08/2023 12:00:00 AM;1230;19;Mission    ;14600    BLYTHE                       ST;F
231907447;03/28/2023 12:00:00 AM;1200;19;Mission    ;9200    SASSAFRAS                    CT ;
231918191;12/23/2023 12:00:00 AM;1400;19;Mission    ;NORDHOFF                                ;M
231916608;11/14/2023 12:00:00 AM;1835;19;Mission    ;15000    LA VALLE                     ST;M
231905213;02/01/2023 12:00:00 AM;1700;19;Mission    ;8500    BURNET                       AV ;
231908895;05/06/2023 12:00:00 AM;2000;19;Mission    ;15500    LASSEN                       ST;
231912477;08/04/2023 12:00:00 AM;1200;19;Mission    ;14600    RAYEN                        ST;M
231907291;03/23/2023 12:00:00 AM;1800;19;Mission    ;8700    ORION                        AV ;F
231917079;11/25/2023 12:00:00 AM;1209;19;Mission    ;10300 N  SEPULVEDA                    BL;M
231900629;03/12/2023 12:00:00 AM;1840;19;Mission    ;8200    ORION                        AV ;M
231909256;05/16/2023 12:00:00 AM;1200;19;Mission    ;15500    ROXFORD                      ST;F
231905477;02/06/2023 12:00:00 AM;1100;19;Mission    ;14500    NORDHOFF                     ST;F
241907860;04/15/2024 12:00:00 AM;1;19;Mission    ;8800    BURNET                       AV ;F
231908642;04/29/2023 12:00:00 AM;1630;19;Mission    ;ROSCOE                       BL         ;M
231918253;12/27/2023 12:00:00 AM;1730;19;Mission    ;14600    NORDHOFF                     ST;M
231913169;08/22/2023 12:00:00 AM;1300;19;Mission    ;12100    EL DORADO                    AV;F
231907478;03/30/2023 12:00:00 AM;1310;19;Mission    ;GARBER                       ST         ;M
231917246;11/30/2023 12:00:00 AM;1000;19;Mission    ;12600    FOOTHILL                     BL;M
231904335;01/09/2023 12:00:00 AM;1640;19;Mission    ;SEPULVEDA                    BL         ;
231905169;01/31/2023 12:00:00 AM;1900;19;Mission    ;AMBOY                        AV         ;M
231906030;02/16/2023 12:00:00 AM;130;19;Mission    ;15400    GLENOAKS                     BL;F
231900995;11/17/2023 12:00:00 AM;1050;19;Mission    ;8800    BURNET                       AV ;M
231910738;06/19/2023 12:00:00 AM;1900;19;Mission    ;14100    HUBBARD                      ST;F
231908529;04/26/2023 12:00:00 AM;1408;19;Mission    ;14100    VAN NUYS                     BL;M
231915775;10/25/2023 12:00:00 AM;1700;19;Mission    ;13000    DRONFIELD                    AV;M
231915078;10/09/2023 12:00:00 AM;800;19;Mission    ;9600    VAN NUYS                     BL ;F
231907887;04/10/2023 12:00:00 AM;1800;19;Mission    ;14500    NORDHOFF                     ST;
231917577;12/08/2023 12:00:00 AM;1535;19;Mission    ;14500    RAYEN                        ST;
231917439;12/05/2023 12:00:00 AM;1400;19;Mission    ;15200    KNAPP                        ST;M
231911432;07/10/2023 12:00:00 AM;2200;19;Mission    ;13100    BORDEN                       AV;F
231906988;03/15/2023 12:00:00 AM;2000;19;Mission    ;14200    POLK                         ST;
231904740;01/19/2023 12:00:00 AM;2230;19;Mission    ;13600    WILLARD                      ST;M
231914676;09/27/2023 12:00:00 AM;1900;19;Mission    ;10300 N  SEPULVEDA                    BL;M
231905699;02/08/2023 12:00:00 AM;1600;19;Mission    ;14600    BLYTHE                       ST;
231915932;10/30/2023 12:00:00 AM;45;19;Mission    ;15500    NORDHOFF                     ST;F
241904036;12/29/2023 12:00:00 AM;2345;19;Mission    ;13100    HUMMINGBIRD                  LN;F
231913625;09/02/2023 12:00:00 AM;910;19;Mission    ;13000    BRANFORD                     ST;
231912078;07/25/2023 12:00:00 AM;900;19;Mission    ;8500    NOBLE                        AV ;M
231911091;06/30/2023 12:00:00 AM;1200;19;Mission    ;ROSCOE                       BL         ;F
231913126;08/22/2023 12:00:00 AM;350;19;Mission    ;14700    RAYEN                        ST;F
231909129;05/12/2023 12:00:00 AM;1830;19;Mission    ;8600    WILLIS                       AV ;F
231908909;05/07/2023 12:00:00 AM;15;19;Mission    ;NORDHOFF                     ST         ;
231908467;04/25/2023 12:00:00 AM;1315;19;Mission    ;12600    SAN FERNANDO                 RD;M
231916278;11/07/2023 12:00:00 AM;1830;19;Mission    ;9000 N  SEPULVEDA                    BL ;M
231915371;10/16/2023 12:00:00 AM;1000;19;Mission    ;14000    GRUEN                        ST;F
231914980;10/05/2023 12:00:00 AM;1200;19;Mission    ;13800    FOOTHILL                     BL;M
231906452;02/28/2023 12:00:00 AM;1230;19;Mission    ;7900    NOBLE                        AV ;M
231905852;02/13/2023 12:00:00 AM;1055;19;Mission    ;VAN NUYS                     BL         ;M
231908934;05/07/2023 12:00:00 AM;1200;19;Mission    ;9700 N  SEPULVEDA                    BL ;
231915262;10/10/2023 12:00:00 AM;1415;19;Mission    ;8500    TOBIAS                       AV ;M
231907315;03/24/2023 12:00:00 AM;1740;19;Mission    ;13000    WOODCOCK                     AV;F
231905608;02/08/2023 12:00:00 AM;1700;19;Mission    ;8700 N  SEPULVEDA                    BL ;M
231907264;03/23/2023 12:00:00 AM;900;19;Mission    ;13000    MACNEIL                      ST;F
231911285;07/05/2023 12:00:00 AM;1400;19;Mission    ;14000    REMINGTON                    ST;M
231907127;03/18/2023 12:00:00 AM;2220;19;Mission    ;DRONFIELD                               ;M
231908698;05/01/2023 12:00:00 AM;230;19;Mission    ;9400 N  SEPULVEDA                    BL ;
231917860;12/14/2023 12:00:00 AM;1600;19;Mission    ;REX                          ST         ;M
231909707;05/24/2023 12:00:00 AM;900;19;Mission    ;14800    ROSCOE                       BL;M
231916386;11/09/2023 12:00:00 AM;1900;19;Mission    ;8200 N  SEPULVEDA                    BL ;
231907322;03/24/2023 12:00:00 AM;1200;19;Mission    ;13400    BEAVER                       ST;F
231905939;02/14/2023 12:00:00 AM;800;19;Mission    ;9200    TOBIAS                       AV ;M
231918154;12/22/2023 12:00:00 AM;1500;19;Mission    ;9000    WOODMAN                      AV ;X
231908591;04/28/2023 12:00:00 AM;2100;19;Mission    ;8100    BURNET                       AV ;F
231907020;03/16/2023 12:00:00 AM;2200;19;Mission    ;15000    CHATSWORTH                   DR;F
231909458;05/18/2023 12:00:00 AM;1833;19;Mission    ;9000    WOODMAN                      AV ;M
231908220;04/19/2023 12:00:00 AM;52;19;Mission    ;15500    NORDHOFF                     ST;F
231908036;04/14/2023 12:00:00 AM;900;19;Mission    ;9300    MOONBEAM                     AV ;F
231912732;08/12/2023 12:00:00 AM;300;19;Mission    ;9800    NOBLE                        AV ;F
231912591;08/08/2023 12:00:00 AM;1720;19;Mission    ;14800    NORDHOFF                     ST;F
231904457;01/11/2023 12:00:00 AM;1500;19;Mission    ;14600    CHATSWORTH                   DR;F
231917777;11/12/2023 12:00:00 AM;800;19;Mission    ;13200    ROSCOE                       BL;M
231916098;11/01/2023 12:00:00 AM;1430;19;Mission    ;PARTHENIA                               ;F
231907296;03/23/2023 12:00:00 AM;900;19;Mission    ;14600    BLYTHE                       ST;F
231917837;12/14/2023 12:00:00 AM;2200;19;Mission    ;8700    SYLMAR                       AV ;
231914028;09/11/2023 12:00:00 AM;107;19;Mission    ;12800    FOOTHILL                     BL;M
231909953;05/30/2023 12:00:00 AM;1600;19;Mission    ;8500    TOBIAS                       AV ;X
231906096;02/19/2023 12:00:00 AM;100;19;Mission    ;CANTERBURY                              ;F
231905468;02/03/2023 12:00:00 AM;650;19;Mission    ;8800    TOBIAS                       AV ;F
231914917;10/04/2023 12:00:00 AM;1640;19;Mission    ;VENTURA CANYON                          ;
231911978;07/23/2023 12:00:00 AM;140;19;Mission    ;9000    CEDROS                       AV ;F
231904165;01/04/2023 12:00:00 AM;2320;19;Mission    ;13000    DRONFIELD                    AV;F
231914963;10/05/2023 12:00:00 AM;2100;19;Mission    ;12800    SAN FERNANDO                 RD;
231914262;09/18/2023 12:00:00 AM;1500;19;Mission    ;15600    BLANDIN                      ST;F
231912442;08/03/2023 12:00:00 AM;2000;19;Mission    ;KESTER                       AV         ;M
231913382;08/27/2023 12:00:00 AM;1600;19;Mission    ;8200    WOODMAN                      AV ;M
231917927;12/17/2023 12:00:00 AM;1900;19;Mission    ;7800    VAN NUYS                     BL ;M
231916299;11/07/2023 12:00:00 AM;2100;19;Mission    ;9300    COLUMBUS                     AV ;M
231910676;06/17/2023 12:00:00 AM;1900;19;Mission    ;BEACHY                                  ;M
231910472;06/13/2023 12:00:00 AM;2200;19;Mission    ;TOBIAS                       ST         ;
231906557;03/02/2023 12:00:00 AM;1900;19;Mission    ;8400    CEDROS                       AV ;
231905003;01/26/2023 12:00:00 AM;1814;19;Mission    ;8600    WOODMAN                      AV ;M
231909809;05/27/2023 12:00:00 AM;805;19;Mission    ;9000    WOODMAN                      AV ;M
231913988;09/10/2023 12:00:00 AM;1330;19;Mission    ;7800    VAN NUYS                     BL ;F
231908756;05/03/2023 12:00:00 AM;439;19;Mission    ;13700    COMMUNITY                    ST;M
231900779;06/16/2023 12:00:00 AM;900;19;Mission    ;15600    BLEDSOE                      ST;M
231909064;05/10/2023 12:00:00 AM;1645;19;Mission    ;13600    GLADSTONE                    AV;F
231906825;03/10/2023 12:00:00 AM;1930;19;Mission    ;13200    RELIANCE                     ST;M
231904480;01/11/2023 12:00:00 AM;2000;19;Mission    ;9400    VAN NUYS                     BL ;M
231910814;06/23/2023 12:00:00 AM;400;19;Mission    ;10000    COLUMBUS                     AV;F
231904567;01/15/2023 12:00:00 AM;1900;19;Mission    ;13100    DRONFIELD                    AV;
231905849;02/13/2023 12:00:00 AM;1235;19;Mission    ;14600    ROSCOE                       BL;M
231916705;11/16/2023 12:00:00 AM;1309;19;Mission    ;14200    VAN NUYS                     BL;F
231907680;04/05/2023 12:00:00 AM;912;19;Mission    ;12200    SAN FERNANDO                 RD;F
231900998;11/19/2023 12:00:00 AM;1;19;Mission    ;13500    SIMSHAW                      AV;F
231904167;01/05/2023 12:00:00 AM;1530;19;Mission    ;8300    VAN NUYS                     BL ;M
231917004;11/24/2023 12:00:00 AM;1625;19;Mission    ;14400    VAN NUYS                     BL;F
231908786;05/04/2023 12:00:00 AM;116;19;Mission    ;14100    VAN NUYS                     BL;M
231915634;10/22/2023 12:00:00 AM;2200;19;Mission    ;8000    MATILIJA                     AV ;F
241905896;02/19/2024 12:00:00 AM;1800;19;Mission    ;8700    ORION                        AV ;F
231912597;08/09/2023 12:00:00 AM;1900;19;Mission    ;15400    PARTHENIA                    ST;M
231915469;10/18/2023 12:00:00 AM;2100;19;Mission    ;8700    VAN NUYS                     BL ;
231914247;09/17/2023 12:00:00 AM;815;19;Mission    ;12500    TELFAIR                      AV;F
231905098;01/27/2023 12:00:00 AM;1500;19;Mission    ;8800    LANGDON                      AV ;M
231908630;04/29/2023 12:00:00 AM;1400;19;Mission    ;14700    FOX                          ST;F
241905117;01/29/2024 12:00:00 AM;700;19;Mission    ;15000    NURMI                        ST;M
231917544;12/07/2023 12:00:00 AM;1200;19;Mission    ;8900    LANGDON                      AV ;F
231914466;09/21/2023 12:00:00 AM;420;19;Mission    ;9000    WOODMAN                      AV ;X
231913513;08/31/2023 12:00:00 AM;1030;19;Mission    ;13800    FOOTHILL                     BL;M
231908929;05/07/2023 12:00:00 AM;1200;19;Mission    ;9400    ARLETA                       AV ;F
231907390;03/25/2023 12:00:00 AM;735;19;Mission    ;VENTURA CANYON                          ;M
231907042;03/16/2023 12:00:00 AM;1025;19;Mission    ;16000    FOOTHILL                     BL;M
231906569;03/02/2023 12:00:00 AM;1500;19;Mission    ;CHATSWORTH                              ;X
231904697;01/18/2023 12:00:00 AM;1100;19;Mission    ;11100    LAUREL CANYON                BL;M
231914029;09/11/2023 12:00:00 AM;2300;19;Mission    ;LASSEN                       ST         ;
231907480;03/30/2023 12:00:00 AM;1310;19;Mission    ;GARBER                       ST         ;M
231904893;01/24/2023 12:00:00 AM;1900;19;Mission    ;8500    CEDROS                       AV ;M
231906747;03/07/2023 12:00:00 AM;1544;19;Mission    ;14400    NORDHOFF                     ST;M
231914908;10/03/2023 12:00:00 AM;2100;19;Mission    ;CLEARFIELD                   AV         ;M
231910375;06/10/2023 12:00:00 AM;1200;19;Mission    ;8200    WISNER                       AV ;F
231908478;04/25/2023 12:00:00 AM;2300;19;Mission    ;12600    HUBBARD                      ST;M
231905122;01/30/2023 12:00:00 AM;1700;19;Mission    ;8800    STANSBURY                    AV ;F
231913821;09/07/2023 12:00:00 AM;2330;19;Mission    ;10400 N  SEPULVEDA                    BL;F
231910999;06/27/2023 12:00:00 AM;2300;19;Mission    ;13500    HUBBARD                      ST;M
231916636;11/14/2023 12:00:00 AM;1437;19;Mission    ;14400    CARLSBAD                     ST;M
231904709;01/19/2023 12:00:00 AM;1650;19;Mission    ;8300    VAN NUYS                     BL ;F
231916553;11/10/2023 12:00:00 AM;1700;19;Mission    ;8500    VESPER                       AV ;F
231918276;12/27/2023 12:00:00 AM;1900;19;Mission    ;9200    WILLIS                       AV ;
231904779;01/20/2023 12:00:00 AM;1600;19;Mission    ;8800    URBANA                       AV ;M
231904546;01/14/2023 12:00:00 AM;1300;19;Mission    ;13300    ASTORIA                      ST;M
231913823;09/07/2023 12:00:00 AM;2325;19;Mission    ;14000    ASTORIA                      ST;F
231905411;02/02/2023 12:00:00 AM;1421;19;Mission    ;9000    LANGDON                      AV ;F
231915395;10/17/2023 12:00:00 AM;10;19;Mission    ;14600    RAYEN                        ST;F
231912857;08/15/2023 12:00:00 AM;1200;19;Mission    ;12700    FOOTHILL                     BL;M
231913459;08/30/2023 12:00:00 AM;121;19;Mission    ;10300 N  SEPULVEDA                    BL;M
231913426;08/26/2023 12:00:00 AM;2235;19;Mission    ;RAYEN                        ST         ;M
231917275;11/30/2023 12:00:00 AM;118;19;Mission    ;14300    ROSCOE                       BL;M
231915558;10/20/2023 12:00:00 AM;800;19;Mission    ;SEPULVEDA                               ;F
231905499;02/06/2023 12:00:00 AM;1850;19;Mission    ;14800    DEVONSHIRE                   ST;M
231911182;07/03/2023 12:00:00 AM;443;19;Mission    ;13500    MONTAGUE                     ST;M
231909202;05/14/2023 12:00:00 AM;820;19;Mission    ;14000    CHAMBERLAIN                  ST;M
231904922;01/24/2023 12:00:00 AM;2030;19;Mission    ;9000    WOODMAN                      AV ;X
231910646;06/17/2023 12:00:00 AM;830;19;Mission    ;9000    STANWIN                      AV ;F
231917311;12/01/2023 12:00:00 AM;1930;19;Mission    ;13500    BRADLEY                      AV;M
231916722;11/16/2023 12:00:00 AM;1500;19;Mission    ;NOBLE                                   ;F
